wordset	p_affinity
2_4_C:C_C_C-L_CD1:CB_CD1_CD2 2_4_C:C_C_S-L_O:C_N_CA 1_5_C:C_C_C-L_CD2:CD1_CD2_CB 1_0_C:C_C_C-V_CG2:CG1_CG2_CA 1_4_C:C_C_C-V_O:C_N_CA 1_6_C:O_C_C-V_O:C_N_CA 1_1_C:C_C_C-T_OG1:CA_CG2_OG1 1_6_C:C_C_S-H_CD2:NE2_CD2_CG 2_4_C:C_C_C-H_ND1:CG_ND1_CE1 2_5_C:C_C_C-H_O:C_N_CA 1_4_C:C_C_C-E_OE2:OE1_OE2_CG 2_4_C:O_C_C-V_CG2:CG1_CG2_CA 1_6_O:O_O_C-P_O:C_N_CA 2_1_O:O_O_C-A_O:C_N_CA 2_4_C:C_C_C-V_O:C_N_CA 1_4_O:C_O_C-V_CG2:CG1_CG2_CA	8.0
1_1_N:O_N_C-G_O:C_N_CA 1_6_C:C_C_C-T_OG1:CA_CG2_OG1 2_1_O:N_O_C-G_O:C_N_CA 1_4_C:C_C_C-E_O:C_N_CA 1_4_C:C_C_C-E_OE1:CG_OE1_OE2 1_4_C:C_C_C-E_O:C_N_CA 1_6_C:C_C_C-E_OE2:OE1_OE2_CG 1_4_C:C_C_C-E_OE2:OE1_OE2_CG 2_4_N:C_N_C-L_CD1:CB_CD1_CD2 1_4_O:C_O_C-V_CG2:CG1_CG2_CA 1_4_N:O_N_C-E_OE2:OE1_OE2_CG 2_4_C:C_C_C-E_OE2:OE1_OE2_CG 1_4_C:C_C_C-E_OE2:OE1_OE2_CG 2_6_O:N_O_C-H_CE1:ND1_CE1_NE2 2_2_C:C_C_C-H_CE1:ND1_CE1_NE2 1_4_C:C_C_C-Y_O:C_N_CA 1_6_C:C_C_C-Y_O:C_N_CA 1_4_C:C_C_C-V_O:C_N_CA 1_4_C:O_C_C-V_CG2:CG1_CG2_CA 1_4_C:C_C_C-P_O:C_N_CA 1_4_C:C_C_C-P_O:C_N_CA 1_6_C:C_C_C-I_O:C_N_CA 1_4_C:C_C_C-I_O:C_N_CA 1_4_C:C_C_C-A_O:C_N_CA 2_4_C:C_C_C-A_CB:N_CA_C 1_4_C:C_C_C-N_ND2:OD1_ND2_CB 1_4_C:C_C_C-N_OD1:CB_OD1_ND2	9.744727494896694
2_4_C:C_C_C-D_OD1:CB_OD1_OD2 1_4_C:C_C_C-V_CG1:CA_CG1_CG2 2_6_O:C_O_C-V_CG1:CA_CG1_CG2 2_6_N:C_N_C-K_NZ:NZ_CE_CD 2_1_C:N_C_C-K_O:C_N_CA 1_6_C:C_C_N-K_CE:CD_CE_NZ 2_6_C:C_C_C-K_CD:CG_CD_CE 2_1_O:O_O_C-M_SD:CG_SD_SD 1_3_C:N_C_C-M_CG:CB_CG_SD 1_6_O:O_O_N-M_O:C_N_CA 1_6_N:C_N_C-M_CG:CB_CG_SD 2_6_O:C_O_S-M_CB:CA_CB_CG 2_6_O:C_O_S-M_CB:CA_CB_CG 2_1_O:N_O_C-T_CG2:CG2_OG1_CA 2_1_C:O_C_O-T_O:C_N_CA 1_4_N:C_N_C-L_CD1:CB_CD1_CD2 2_1_O:C_O_C-L_CD1:CB_CD1_CD2 2_3_C:N_C_C-L_CD1:CB_CD1_CD2 1_3_C:C_C_C-H_CE1:ND1_CE1_NE2 2_6_N:C_N_C-H_CE1:ND1_CE1_NE2 1_4_N:C_N_C-P_CB:CG_CB_CA 1_3_C:C_C_C-P_CB:CG_CB_CA 2_4_N:C_N_C-P_CB:CG_CB_CA	9.397940008672037
2_4_C:C_C_C-L_O:C_N_CA 1_4_C:C_C_C-L_CD1:CB_CD1_CD2 2_4_C:C_C_C-L_O:C_N_CA 2_6_C:C_C_C-L_O:C_N_CA 2_4_N:O_N_C-G_O:C_N_CA 1_6_C:C_C_C-H_CD2:NE2_CD2_CG 1_4_C:C_C_C-H_CD2:NE2_CD2_CG 1_1_O:N_O_C-H_CE1:ND1_CE1_NE2 1_4_C:C_C_C-E_OE2:OE1_OE2_CG 1_4_C:C_C_C-V_O:C_N_CA 1_4_C:C_C_C-V_CG1:CA_CG1_CG2	7.221848749616356
2_1_O:N_O_C-L_O:C_N_CA 1_2_N:C_N_C-G_O:C_N_CA 2_6_N:C_N_C-H_NE2:CE1_NE2_CD2 1_3_N:C_N_C-H_CE1:ND1_CE1_NE2 2_6_N:C_N_C-H_CE1:ND1_CE1_NE2 2_1_O:N_O_N-H_NE2:CE1_NE2_CD2 2_4_C:C_C_C-H_ND1:CG_ND1_CE1 2_6_O:C_O_C-H_ND1:CG_ND1_CE1 2_4_C:C_C_C-H_CE1:ND1_CE1_NE2 2_6_O:N_O_C-H_CE1:ND1_CE1_NE2 2_4_C:C_C_C-H_ND1:CG_ND1_CE1 1_4_C:C_C_C-M_O:C_N_CA 1_6_N:C_N_C-P_CG:CD_CG_CB 1_6_C:C_C_C-P_CG:CD_CG_CB 1_4_C:C_C_C-A_CB:N_CA_C 2_4_C:C_C_C-A_CB:N_CA_C 2_4_C:N_C_C-A_CB:N_CA_C 1_4_C:C_C_C-V_CG2:CG1_CG2_CA 2_4_C:C_C_C-V_O:C_N_CA	8.221848749616356
1_1_C:N_C_C-T_OG1:CA_CG2_OG1 2_1_O:N_O_C-L_O:C_N_CA 2_6_C:C_C_C-L_CD1:CB_CD1_CD2 1_4_N:O_N_C-G_O:C_N_CA 2_6_C:N_C_C-L_CD1:CB_CD1_CD2 1_4_C:C_C_C-E_O:C_N_CA 1_4_C:C_C_C-E_OE2:OE1_OE2_CG 1_4_C:C_C_C-V_CG2:CG1_CG2_CA 1_4_C:C_C_C-V_CG1:CA_CG1_CG2 1_4_C:C_C_C-V_CG2:CG1_CG2_CA 1_4_O:C_O_C-H_ND1:CG_ND1_CE1 2_4_C:C_C_C-H_CE1:ND1_CE1_NE2 2_6_C:C_C_C-H_CE1:ND1_CE1_NE2 2_1_O:N_O_C-H_CE1:ND1_CE1_NE2 2_6_C:C_C_C-H_CE1:ND1_CE1_NE2 1_4_C:C_C_C-Y_O:C_N_CA 1_4_C:O_C_C-V_CG2:CG1_CG2_CA 1_6_C:O_C_C-Y_O:C_N_CA 1_1_C:C_C_C-A_CB:N_CA_C 2_4_C:C_C_C-A_O:C_N_CA 2_3_C:C_C_C-A_O:C_N_CA 2_6_C:C_C_C-V_O:C_N_CA 2_4_N:C_N_C-S_O:C_N_CA 2_4_C:C_C_C-S_O:C_N_CA 1_1_C:N_C_C-N_ND2:OD1_ND2_CB	11.698970004336019
2_1_C:N_C_C-T_CG2:CG2_OG1_CA 1_4_C:N_C_C-T_OG1:CA_CG2_OG1 2_1_O:N_O_C-G_O:C_N_CA 1_3_N:C_N_C-G_O:C_N_CA 1_6_O:C_O_C-V_CG2:CG1_CG2_CA 1_4_C:C_C_C-V_CG1:CA_CG1_CG2 1_4_O:C_O_C-V_O:C_N_CA 2_2_N:C_N_C-H_NE2:CE1_NE2_CD2 2_6_N:C_N_C-H_NE2:CE1_NE2_CD2 1_6_N:C_N_C-H_ND1:CG_ND1_CE1 1_1_O:N_O_N-E_OE1:CG_OE1_OE2 1_6_N:C_N_C-E_OE2:OE1_OE2_CG 1_1_O:N_O_C-H_ND1:CG_ND1_CE1 1_4_C:C_C_C-Y_O:C_N_CA 1_6_C:C_C_C-P_O:C_N_CA 1_3_N:N_N_C-P_CB:CG_CB_CA 2_4_C:C_C_C-A_CB:N_CA_C	7.638272163982407
1_1_C:C_C_C-G_CA:N_CA_C 2_4_C:C_C_C-L_O:C_N_CA 2_4_C:C_C_C-L_CD1:CB_CD1_CD2 2_1_O:O_O_C-G_O:C_N_CA 1_4_C:C_C_C-L_CD1:CB_CD1_CD2 1_6_N:C_N_C-L_CD1:CB_CD1_CD2 2_1_O:O_O_N-A_O:C_N_CA 2_4_C:C_C_C-V_CG2:CG1_CG2_CA 1_4_C:C_C_C-V_CG2:CG1_CG2_CA 1_6_N:C_N_C-H_NE2:CE1_NE2_CD2 1_4_C:N_C_C-H_NE2:CE1_NE2_CD2 1_2_N:C_N_C-H_CD2:NE2_CD2_CG 2_6_C:C_C_C-E_OE2:OE1_OE2_CG 2_6_C:C_C_C-E_OE2:OE1_OE2_CG 2_1_O:O_O_N-H_NE2:CE1_NE2_CD2 2_4_C:C_C_C-H_NE2:CE1_NE2_CD2 2_4_C:O_C_C-E_OE1:CG_OE1_OE2 1_6_C:C_C_S-H_ND1:CG_ND1_CE1 2_4_C:C_C_C-H_ND1:CG_ND1_CE1 2_3_N:C_N_S-H_CE1:ND1_CE1_NE2 1_5_C:C_C_C-H_ND1:CG_ND1_CE1 2_6_C:O_C_C-H_CE1:ND1_CE1_NE2 2_4_O:C_O_C-H_ND1:CG_ND1_CE1	6.853871964321762
1_5_C:N_C_N-F_CE2:CZ_CE2_CD2 2_6_N:N_N_C-F_CE2:CZ_CE2_CD2 1_4_N:C_N_C-M_SD:CG_SD_SD 1_1_N:N_N_C-D_OD1:CB_OD1_OD2 1_6_C:C_C_C-W_CD1:NE1_CD1_CG 1_2_N:C_N_C-W_CD1:NE1_CD1_CG 1_4_C:N_C_N-N_OD1:CB_OD1_ND2 1_6_N:C_N_C-N_OD1:CB_OD1_ND2 2_6_O:C_O_C-N_OD1:CB_OD1_ND2 1_4_C:O_C_C-N_O:C_N_CA 1_2_C:C_C_C-N_OD1:CB_OD1_ND2 2_3_O:C_O_C-S_OG:OG_CB_CA 2_4_N:C_N_C-S_OG:OG_CB_CA 1_1_O:O_O_O-R_NH1:NE_NH1_NH2 1_1_O:O_O_O-R_NH2:NH1_NH2_NE	5.568636235841013
2_1_O:C_O_O-F_CZ:CE1_CZ_CE2 1_1_O:C_O_O-D_OD2:OD1_OD2_CB 2_6_C:N_C_C-D_OD2:OD1_OD2_CB 2_1_O:O_O_C-W_NE1:CE2_NE1_CD2 2_1_O:O_O_C-G_O:C_N_CA 2_4_N:C_N_C-G_O:C_N_CA 2_4_N:C_N_C-G_O:C_N_CA 2_6_C:C_C_C-N_OD1:CB_OD1_ND2 2_2_N:C_N_C-N_OD1:CB_OD1_ND2 2_6_N:C_N_N-N_O:C_N_CA 2_4_C:N_C_N-N_O:C_N_CA 2_3_O:C_O_C-V_CG2:CG1_CG2_CA 2_6_C:N_C_C-V_CG2:CG1_CG2_CA 1_6_O:O_O_C-N_O:C_N_CA 1_4_C:N_C_N-N_OD1:CB_OD1_ND2 2_2_O:C_O_C-N_ND2:OD1_ND2_CB 2_3_O:C_O_P-N_ND2:OD1_ND2_CB 2_4_C:C_C_C-S_OG:OG_CB_CA 1_3_O:P_O_P-K_CE:CD_CE_NZ 1_6_O:O_O_O-K_CE:CD_CE_NZ 1_1_O:O_O_O-K_CD:CG_CD_CE 2_1_O:O_O_O-K_NZ:NZ_CE_CD	7.0
1_3_C:N_C_C-V_CG2:CG1_CG2_CA 1_6_C:C_C_C-V_CG1:CA_CG1_CG2 1_3_N:N_N_C-V_CG1:CA_CG1_CG2 1_2_C:N_C_C-L_CD1:CB_CD1_CD2 1_3_N:N_N_C-E_O:C_N_CA 1_6_C:C_C_C-E_O:C_N_CA 2_1_O:N_O_C-L_CD1:CB_CD1_CD2 1_4_C:C_C_C-M_O:C_N_CA 2_6_N:C_N_N-M_CG:CB_CG_SD 2_6_N:C_N_C-M_CG:CB_CG_SD 1_4_C:C_C_C-A_O:C_N_CA 2_6_C:C_C_N-G_CA:N_CA_C 2_4_C:C_C_C-G_O:C_N_CA 2_3_C:N_C_C-G_CA:N_CA_C 2_3_C:N_C_C-D_OD1:CB_OD1_OD2 2_3_C:N_C_C-D_OD1:CB_OD1_OD2 1_1_C:C_C_C-E_OE2:OE1_OE2_CG 1_4_C:C_C_C-N_O:C_N_CA 1_4_C:C_C_C-N_O:C_N_CA 1_4_C:C_C_C-C_O:C_N_CA 1_4_N:C_N_C-L_CD2:CD1_CD2_CB 2_6_C:C_C_C-L_CD2:CD1_CD2_CB 2_6_C:C_C_C-L_CD2:CD1_CD2_CB 2_4_C:C_C_C-L_CD2:CD1_CD2_CB 2_1_O:C_O_C-D_OD1:CB_OD1_OD2 2_1_O:N_O_C-D_OD1:CB_OD1_OD2	7.6256183019491175
